title,price,rating,reviews,availablity,image_url
"Abstract Face Plant Pots, Colorful Smiling Head Flower Pots for Home Decor, Unique Cute Planters Hand-Painted, Funny Eclectic Body Vases, Boho Modern Art for Desk Shelf Decoration (Chocolate&Orange)",$17.99,4.4 out of 5 stars,21 ratings,Only 2 left in stock - order soon.,https://m.media-amazon.com/images/I/71QZYX29xpL.__AC_SX300_SY300_QL70_ML2_.jpg
"Bohemian Face Planter Pots for Plants,Hand-Painted Colorful Flower Pots with Drainage, Indoor Outdoor Garden Decor Gift(Modern,Large)",$54.79,4.8 out of 5 stars,10 ratings,In Stock,https://m.media-amazon.com/images/I/81+sY+Tt8aL._AC_SY300_SX300_QL70_ML2_.jpg
"Selamica Ceramic Succulent Pots with Drainage Hole & Saucer for Cactus, Herb, Home Decor, Set of 4, Blue",$35.99,4.6 out of 5 stars,44 ratings,Only 19 left in stock - order soon.,https://m.media-amazon.com/images/I/71szdw7vY1L.__AC_SX300_SY300_QL70_ML2_.jpg
"10 Inch Clear Nursery Pots with Drainage Holes, 5 Pack Plastic Pots for Plants, Seedling Starter Pot Variety Pack, Garden Plant Pots for Succulents Flowers Cactus",$30.99,4.5 out of 5 stars,34 ratings,In Stock,https://m.media-amazon.com/images/I/61SlyaU7mnL.__AC_SX300_SY300_QL70_ML2_.jpg
"Pack of 2 Flower Pots, Plastic Plant Pots with Drainage Holes, 8 inch Modern Glossy Finishing Planter for Indoor Outdoor Plants (Blue Glaze, 2 Pack)",$22.99,4.3 out of 5 stars,4 ratings,In Stock,https://m.media-amazon.com/images/I/71o+GydrE7L._AC_SY300_SX300_QL70_ML2_.jpg
"2 Pack Plastic Plant Pots with Drainage Holes, 8 inch Planter for Indoor Outdoor Plant, Garden Flower Pots for Aloe, Herbs, Cactus(Blue, 2pcs)",$22.99,4.0 out of 5 stars,1 rating,In Stock,https://m.media-amazon.com/images/I/81OE4Dw1NuL.__AC_SX300_SY300_QL70_ML2_.jpg
Bonsai Pot – 2-Pack 14 Inch Large Bonsai Training Pot with Eelegant Stand – Rectangular Bonsai Pots with Mesh Drainage – Luxurious Bonsai Tree Pots Indoor Made with Recycled Plastic,$29.99,4.2 out of 5 stars,60 ratings,,https://m.media-amazon.com/images/I/81XBYcZRHDL.__AC_SX300_SY300_QL70_ML2_.jpg
"12in Plant Pot，Ceramic Plant pots，Ceramic Planter for Indoor Plants Outdoor,Mid-Century Modern Home Decor, Modern Flower Pot, Large Plant Pot with Drainage Hole",$85.99,5.0 out of 5 stars,10 ratings,In Stock,https://m.media-amazon.com/images/I/816xbly0FFL.__AC_SX300_SY300_QL70_ML2_.jpg
"G EPGardening Ceramic Plant Pot - 5.5 Inch Ceramic Planter for Indoor Plants, Boho Round Indoor Flower Pot with Drainage Hole and Saucer, Plant Lover Gifts, Garden Home Room Decor, Black",$20.69,4.7 out of 5 stars,369 ratings,In Stock,https://m.media-amazon.com/images/I/71iTYLadbuL.__AC_SX300_SY300_QL70_ML2_.jpg
"Orchid Pot - 6 Inch Ceramic Plant Pot for Indoor Outdoor, Round Unique Planters with Drainage Hole, Modern Round Decorative Flower Pots, Home Decor, Gifts for Plant Lovers, Blue",$25.99,4.3 out of 5 stars,6 ratings,In Stock,https://m.media-amazon.com/images/I/719oni8Oy5L.__AC_SX300_SY300_QL70_ML2_.jpg
"Cute Unique Resin Smiley Face Plant Pot Funny Head Planter for Indoor Flower, Succulent",$15.99,4.6 out of 5 stars,3 ratings,In Stock,https://m.media-amazon.com/images/I/71RRJyovvvL.__AC_SX300_SY300_QL70_ML2_.jpg
"YARNOW Blue Ceramic Planter - 7.87 Inch Porcelain Orchid Pot with Drainage Hole and Tray, Ideal for Indoor Plants and Home Decoration",$53.59,4.4 out of 5 stars,6 ratings,Only 11 left in stock - order soon.,https://m.media-amazon.com/images/I/61fXbzBM8tL.__AC_SX300_SY300_QL70_ML2_.jpg
"Vintage Urn Planter with Embossed Pattern, Decorative Bronze Finish Flower Pot, Classic Round Plant Pot for Outdoor Indoor Home Garden Patio Front Porch Entryway（13.6 * 11.9 * 8.5 in）",$39.99,4.6 out of 5 stars.,,"This item will be released on October 15, 2025.Pre-order now.",https://m.media-amazon.com/images/I/41NTCTlQusL.__AC_SX300_SY300_QL70_ML2_.jpg
"Ceramic Pots for Plants - 7.6 Inch Indoor Planter, Decorative Plant Pots with Drainage Hole, Fluted Ceramic Flower Pots, Round Planter Outdoor, Patio Decor, Gifts for Plant Lovers, Red",$49.99,4.4 out of 5 stars,13 ratings,Only 4 left in stock - order soon.,https://m.media-amazon.com/images/I/81REVflL46L.__AC_SX300_SY300_QL70_ML2_.jpg
"Octopus Planter with Drainage Holes | Decorative Succulent & Small Flower Pot | Indoor Octopus Design for Succulents, Air Plants, Mini Plants | Funny Gift, Finger Planter for Plant Lovers",$22.99,4.7 out of 5 stars,14 ratings,In Stock,https://m.media-amazon.com/images/I/61+DmKfuAqL._AC_SY300_SX300_QL70_ML2_.jpg
"12 Inch Pots for Plants - Ceramic Plant Pots with Drainage Hole and Saucer, Modern Planter for Indoor Outdoor, Round Flower Planters, Porch Home Garden Decor, Gifts for Women, Orange",$84.99,4.6 out of 5 stars,312 ratings,Only 10 left in stock - order soon.,https://m.media-amazon.com/images/I/61kQryoyDML.__AC_SX300_SY300_QL70_ML2_.jpg
"16-inch-Plant-Pots-Indoor-Outdoor, 4 Pack Large Whiskey Barrel Planters with Drainage Holes & Saucer, Plastic Flower Pots Imitation Wine Barrel Design, Decorative Garden Pots for Plants",$59.99,4.6 out of 5 stars,100 ratings,Only 9 left in stock - order soon.,https://m.media-amazon.com/images/I/81kiEeRgKkL.__AC_SX300_SY300_QL70_ML2_.jpg
"5x5 Planter Pot, 5.5 inch Ceramic Planter Pot with Drainage Hole,Ceramic Flower Pot for Indoor & Outdoor Plants",$25.99,4.6 out of 5 stars,5 ratings,In Stock,https://m.media-amazon.com/images/I/714cHpG+FjL._AC_SY300_SX300_QL70_ML2_.jpg
"Halloween Witch Plant Pots - Unique Planters Flower Pots with Drainage Hole, Funny Plant Pot for Indoor & Outdoor Plants, Cute Desk Room Home Decor",$32.99,4.2 out of 5 stars.,,In Stock,https://m.media-amazon.com/images/I/81WtzP3C-uL.__AC_SX300_SY300_QL70_ML2_.jpg
"Abstract Art Flower Pot,Large Face Planter,Colorful Head Planter Pot for Plants,Decorative Face Flower Pots for Living Room, Patio,Garden,Unique Home Décor for Indoor and Outdoor Use (Green)",$28.99,5.0 out of 5 stars,1 rating,Only 13 left in stock - order soon.,https://m.media-amazon.com/images/I/71kHDXGUuiL.__AC_SX300_SY300_QL70_ML2_.jpg
"Ceramic Planter - 10 Inch Plant Pot for Indoor Outdoor, Round Flower Pots with Drainage Hole and Saucer, Large Plant Pot, Modern Planters, Home Room Decor, Gifts for Plants Lovers, Yellow",$59.99,5.0 out of 5 stars,1 rating,In Stock,https://m.media-amazon.com/images/I/71+HZ1qLffL._AC_SY300_SX300_QL70_ML2_.jpg
"Abstract Face Flower Pots Head,Creative Inspiration Succulent pots,Head Planter with Drainage Hole,Colorful Plant Pots for Outdoor Garden Decor and Home Art Decoration(Retro)",$23.99,4.7 out of 5 stars,6 ratings,Only 10 left in stock - order soon.,https://m.media-amazon.com/images/I/71QKDZIts1L.__AC_SX300_SY300_QL70_ML2_.jpg
"Halloween Pumpkin Plant Pots - Unique Planters Flower Pots with Drainage Hole, Funny Plant Pot for Indoor & Outdoor Plants, Cute Desk Room Home Decor",$32.99,4.2 out of 5 stars.,,In Stock,https://m.media-amazon.com/images/I/71M2POEYfTL.__AC_SX300_SY300_QL70_ML2_.jpg
Spoontiques Crazy Plant Lady Planter - Hand Painted Ceramic Plant Pot for Indoor and Outdoor Use - Home and Garden Décor,$11.37,3.0 out of 5 stars,1 rating,In Stock,https://m.media-amazon.com/images/I/712Y-G4bwdL.__AC_SX300_SY300_QL70_ML2_.jpg
"Funny Magical Cat Ceramic Succulent Cactus Flower Plant Pots with Bamboo Tray, 3.5 Inches Window Garden Cute Cat Planter Pot for Home Desk Decor Planter (No Plants)",$14.99,4.8 out of 5 stars.,,In Stock,https://m.media-amazon.com/images/I/71wjOtfLOtL.__AC_SX300_SY300_QL70_ML2_.jpg
Self Watering Plant Pot | 7 Inch Ceramic Indoor Planter Pot with 4.25 Inch Opening | Ivory Pot for Indoor Plants | Round Self Watering Planter | Neutral Home Decor,$28.99,5.0 out of 5 stars,1 rating,In Stock,https://m.media-amazon.com/images/I/71-AMPsbDbL.__AC_SX300_SY300_QL70_ML2_.jpg
"Bonsai Tree Pot - 13.2 Inch Large Ceramic Succulent Planter for Indoor Outdoor, Oval Plant Pot with Drainage Hole, Decorative Flower Pots, Home Decor, Gifts for Plant Lovers, Green",$59.99,5.0 out of 5 stars,1 rating,In Stock,https://m.media-amazon.com/images/I/81IV6TvKrmL.__AC_SX300_SY300_QL70_ML2_.jpg
"D'vine Dev Pack of 36 Plastic Plant Pots (12 Set of 2 Inch, 2.5 Inch, 3 Inch) Small Garden Planter Pots for Plant with Drainage Holes and Saucers, White, 74-T-A",$27.99,4.7 out of 5 stars,179 ratings,In Stock,https://m.media-amazon.com/images/I/71i71Rv-DFL.__AC_SX300_SY300_QL70_ML2_.jpg
Face Flower Pots Cute Planter Outdoor Handmade Resin Head Planters for Indoor Plants Self Watering Toilet Succulent Pot with Drainage Hole Unique Home Decor Quirky Gardening Gift,$21.99,Previous page,,In Stock,https://m.media-amazon.com/images/I/717KCikzFhL.__AC_SX300_SY300_QL70_ML2_.jpg
Self Watering Planter Pot Cute Resin Flower Head Planters for Indoor Outdoor Handmade Smily Face Pot Unique Cane Chair Succulent Pots with Drainage Gift Ideal for Mother and Appreciation Christmas,$21.99,5 out of 5 stars.,,Only 14 left in stock - order soon.,https://m.media-amazon.com/images/I/71kss4+q9ML._AC_SY300_SX300_QL70_ML2_.jpg
"SQOWL 12 Inch Bonsai Pots - Shallow Ceramic Planter for Indoor Plants Outdoor, Large Succulent Pots with Drainage Hole and Saucer, Round Planter Bowl, Porch Decor, Gifts for Plant Lover, Blue",$69.99,4.6 out of 5 stars,340 ratings,In Stock,https://m.media-amazon.com/images/I/71F0v5iZb5L.__AC_SX300_SY300_QL70_ML2_.jpg
Maxcheck 3 Pcs 3 Sizes Plant Propagation Station Separated Glass Plant Terrarium Water Hydroponic Planter Holder with Lid and Wooden Stand Propagation Vase Pot for Home Indoor Office(Various Sizes),$20.99,4.6 out of 5 stars,72 ratings,In Stock,https://m.media-amazon.com/images/I/81EjLxnxceL.__AC_SX300_SY300_QL70_ML2_.jpg
"Skull Planter Gothic Skull Vase, Resin Skulls Bowl with Spine Stand Spooky Halloween Skeleton Tall Planters Centerpiece for Gothic Home Decor, Flower Pot, Candy Bowl",$23.99,4.5 out of 5 stars,2 ratings,In Stock,https://m.media-amazon.com/images/I/71yN89ftxzL.__AC_SX300_SY300_QL70_ML2_.jpg
3 Pcs Large Balcony Planters Railing Hanging Flower Pots- 16.2 Inch Metal Railing Planter Box Fence Planters for Outdoor Plants with Detachable Hooks and Drain Holes for Garden Decor (White-16.2inch),$28.99,4.6 out of 5 stars,66 ratings,Only 1 left in stock - order soon.,https://m.media-amazon.com/images/I/71ASRfSvzIL.__AC_SX300_SY300_QL70_ML2_.jpg
"Wicker Plant Basket Indoor, 8""x8""x8"" Jute Spliced Cotton Rope Basket Planter up to 7"" Pot, Modern Woven Flower Tree Pots Cover, Small Floor Indoor Planters, Home Decor Storage Bin",$12.99,4.2 out of 5 stars.,,In Stock,https://m.media-amazon.com/images/I/71+q3vhM7vL._AC_SY300_SX300_QL70_ML2_.jpg
"Easter Island Moai Head Succulent Planter Pot, Human Face Flower Pot for Desktop Home Decor, Cool Moai Figurines Pen and Brush Holder, Black",$16.90,4.1 out of 5 stars,20 ratings,Only 8 left in stock - order soon.,https://m.media-amazon.com/images/I/61Ff8AE09bL.__AC_SX300_SY300_QL70_ML2_.jpg
Bamworld Hanging Planters for Indoor Plants with 3Pots Metal Plant Hanger Indoor Hanging Plant Holder Wall Planters Window Plant Shelves Plant Hanger Rod for Hanging Pots for Wall Decor(Black),$26.99,5.0 out of 5 stars,1 rating,In Stock,https://m.media-amazon.com/images/I/61meaaVU4oL.__AC_SX300_SY300_QL70_ML2_.jpg
"25 Packs Square Nursery Pots for Plants 4.7 Inch Succulent Plant Pots Set Plastic Seedling Starting Pots with Drainage Holes Nursery Pots Variety Pack Flower pots Planter Seed Starter, Black",$11.99,4.6 out of 5 stars,12 ratings,Only 14 left in stock - order soon.,https://m.media-amazon.com/images/I/71eCQtdXuHL.__AC_SX300_SY300_QL70_ML2_.jpg
"Ceramic 6 inch Plant Pot, Planter for Indoor Plants with Drainage Hole, Flower Pots for Orchid, Succulent, Ceramic Vase, Modern Small Red Vases for Home Decor, Elegant Flower Vase Centerpiece",,5.0 out of 5 stars,,Currently unavailable.We don't know when or if this item will be back in stock.,https://m.media-amazon.com/images/I/71YkUhUt+iL._AC_SY300_SX300_QL70_ML2_.jpg
Ceramic Plant Pots for Plants Indoor 5.3 Inch Round Gold and White Flower Pot Gilded Decorative Planter with Drainage Hole and Saucer Modern Ceramic Pot for Succulents Orchids Cactus Herbs Home Decor,$24.99,4.6 out of 5 stars.,,In Stock,https://m.media-amazon.com/images/I/71Yl9aICjJL.__AC_SX300_SY300_QL70_ML2_.jpg
"Ceramic 6 inch Plant Pot, Planter for Indoor Plants with Drainage Hole, Flower Pots for Orchid, Succulent, Ceramic Vase, Modern Small White Vases for Home Decor, Elegant Flower Vase Centerpiece",,4.6 out of 5 stars.,,Currently unavailable.We don't know when or if this item will be back in stock.,https://m.media-amazon.com/images/I/71kTqR9Id8L.__AC_SX300_SY300_QL70_ML2_.jpg
Lechuza Self Watering Plant Pot Quadro LS 35 Garden Flower Indoor and Outdoor Plastic Planter with Drainage Hole H33 L35 W35 cm White High-Gloss,$43.99,4.8 out of 5 stars,"1,923 ratings",,https://m.media-amazon.com/images/I/51zStKTpVnL.__AC_SX300_SY300_QL70_ML2_.jpg
"Bloem Mathers Round Planter with Saucer Tray: 12"" - Black - Modern Design, Durable Plastic Pot, Removable Saucer, for Indoor & Outdoor Use, Gardening, 5.8 Gallon Capacity",$24.93,4.2 out of 5 stars,180 ratings,,https://m.media-amazon.com/images/I/51sjMkY6GrL.__AC_SX300_SY300_QL70_ML2_.jpg
"The HC Companies Santa Fe Square Self-Watering Pot - Lightweight Plastic Planter for Herbs & More - Durable Plant Pots for Indoor Plants & Outdoor Plants (16” Pebble Gray, Pack 1)",$36.92,4.4 out of 5 stars,297 ratings,Only 16 left in stock - order soon.,https://m.media-amazon.com/images/I/81HMdL-PhaL.__AC_SX300_SY300_QL70_ML2_.jpg
"The HC Companies Eclipse Round Planter with Saucer - Outdoor & Indoor Plant Pot with Drainage Holes - Lightweight, UV-Resistant Plastic Pots for Plants, Flowers & Herbs (6"" White, Pack of 4)",$16.65,4.7 out of 5 stars,,Only 18 left in stock - order soon.,https://m.media-amazon.com/images/I/51mLH4IMENL.__AC_SX300_SY300_QL70_ML2_.jpg
"The HC Companies 20 Inch Round Prima Planter - Large Plastic Plant Pot with Rolled Rim for Indoor Outdoor Plants Flowers Herbs, Warm Gray (Pack of 2)",$69.95,4.0 out of 5 stars,12 ratings,Only 5 left in stock - order soon.,https://m.media-amazon.com/images/I/51dsCtZimjL.__AC_SX300_SY300_QL70_ML2_.jpg
"The HC Companies Shallow Planter with Drainage - Contemporary Garden Bowl Planter for Flowers, Herbs & More - Round Succulent Planter Pot for Indoors and Outdoors (24"" Cottage Stone, Pack of 1)",$49.99,4.6 out of 5 stars,"3,345 ratings",Only 7 left in stock - order soon.,https://m.media-amazon.com/images/I/51fgJp4ReoL.__AC_SX300_SY300_QL70_ML2_.jpg
"Bloem Ariana Pot Planter: 20"" - Black - Durable Resin Pot, for Indoor and Outdoor Use, Gardening, Self Watering Disk Included, 11 Gallon Capacity",$25.43,4.6 out of 5 stars,375 ratings,,https://m.media-amazon.com/images/I/51ZkGmGNkbL.__AC_SX300_SY300_QL70_ML2_.jpg
"MyGift Cement Planter Pots Set of 2, Unglazed Gray Planters with Drainage Hole and Removable Saucers, Small 5.5 Inch Modern Plant Pot Containers for Succulents, Herbs and Cactus Plants",$24.99,4.5 out of 5 stars,"1,052 ratings",,https://m.media-amazon.com/images/I/61FIaxUemIL.__AC_SX300_SY300_QL70_ML2_.jpg
"The HC Companies Succulent Pot Sorrento 5.5 Inch - Lightweight Indoor Plastic Succulent Planter with Drainage, Faux Concrete",$9.95,3.8 out of 5 stars,96 ratings,In Stock,https://m.media-amazon.com/images/I/61mV5nM6DIL.__AC_SX300_SY300_QL70_ML2_.jpg
"MyGift 12.5 inch Ceramic Planter, Modern Textured Rectangular Succulent Flower Plant Pot with Wave Design and Removable Drip Tray Saucer (White)",$39.99,4.3 out of 5 stars,7 ratings,In Stock,https://m.media-amazon.com/images/I/716NLpN5YML.__AC_SX300_SY300_QL70_ML2_.jpg
"Creative Co-Op Coastal Embossed Textured Stoneware Planter, Metallic Gold",$87.69,4.6 out of 5 stars,181 ratings,Only 3 left in stock - order soon.,https://m.media-amazon.com/images/I/81P1FZIsjIL.__AC_SX300_SY300_QL70_ML2_.jpg
"The HC Companies Aria Self Watering Square Plant Pot w/Drainage - Classic Planters for Outdoor Plants & Indoor Plants - Lightweight & UV-Resistant Plastic Pots for Plants (8"" Matte Black, Pack of 1)",$22.05,4.0 out of 5 stars,134 ratings,In Stock,https://m.media-amazon.com/images/I/51bXZP2EyZL.__AC_SX300_SY300_QL70_ML2_.jpg
"The HC Companies Accent Square Plant Pot w/Drainage - Classic Planters for Outdoor Plants & Indoor Plants - Lightweight & UV-Resistant Square Planter Box (15.5”, Chocolate, Pack of 1)",$35.89,4.6 out of 5 stars,553 ratings,Only 3 left in stock - order soon.,https://m.media-amazon.com/images/I/51wGfb-yF8L.__AC_SX300_SY300_QL70_ML2_.jpg
"Classic Home and Garden Honeysuckle Flower Pot Garden Planter, 13"" Blue Jean (Pack of 2)",$36.99,4.6 out of 5 stars,"3,598 ratings",In Stock,https://m.media-amazon.com/images/I/71BWF6mDgmL.__AC_SX300_SY300_QL70_ML2_.jpg
"MyGift Modern Wave Pattern White Ceramic Rectangular Planter Pot - Decorative Indoor Flower Container for Home, Office, Patio, and Garden, 8-Inch",$21.24,Previous set of slides,,Only 6 left in stock - order soon.,https://m.media-amazon.com/images/I/71WTuH2x4XL.__AC_SX300_SY300_QL70_ML2_.jpg
"MyGift White Ceramic Plant Pot, Flower Strawberry Planter with Saucer and 4 Decorative Side Openings Design",$29.99,4.0 out of 5 stars,299 ratings,In Stock,https://m.media-amazon.com/images/I/71Uwvh3aXDL.__AC_SX300_SY300_QL70_ML2_.jpg
"Mini Succulent Planter Set – 3.7 Inch Ceramic Pots with Drainage for Indoor Plants, Small Decorative Flower Pots for Cactus and House Plants, Set of 4",$9.40,4.6 out of 5 stars,67 ratings,In Stock,https://m.media-amazon.com/images/I/71jcKPsuCgL.__AC_SX300_SY300_QL70_ML2_.jpg
"The HC Companies Aria Self Watering Square Plant Pot w/Drainage - Planters for Outdoor Plants & Indoor Plants - Lightweight & UV-Resistant Plastic Pots for Plants (8"" Glossy Black, Pack of 1)",$20.60,4.0 out of 5 stars,240 ratings,In Stock,https://m.media-amazon.com/images/I/61mJNcrhnAL.__AC_SX300_SY300_QL70_ML2_.jpg
"The HC Companies Aria Round Self-Watering Pot - Lightweight Plastic Planter for Herbs & More - Durable Plant Pots for Indoor Plants & Outdoor Plants (6"" Glossy Avocado, Pack of 1)",$13.85,4.1 out of 5 stars,21 ratings,In Stock,https://m.media-amazon.com/images/I/51SB+bvAHIL._AC_SY300_SX300_QL70_ML2_.jpg
Smily Face Planter Pot Cute Resin Flower Head Planters for Indoor Outdoor Plants Unique Sitting Rocking Chairs Succulent Pots for String of Pearls Plant Live Gift Ideals with Drainage Hole,$26.99,4.6 out of 5 stars,696 ratings,In Stock,https://m.media-amazon.com/images/I/71FqaZ3DVpL.__AC_SX300_SY300_QL70_ML2_.jpg
"Planters and Flower Pots for Home Decor – Embossed Ceramic Plant Pots with Raised Feet for Indoor and Outdoor Succulents or Herbs– Perfect Pots for Garden, Patio, or Room; Set of 2 – 9"", 8"" White",$29.99,3.0 out of 5 stars,1 rating,In Stock,https://m.media-amazon.com/images/I/71aihZRloyL.__AC_SX300_SY300_QL70_ML2_.jpg
"MyGift 10 Inch Modern Unglazed White Ceramic Indoor Plant Pot with Drainage Hole, Rectangular Succulent Planter Window Box with Removable Saucer, 1 Pack",$26.99,4.7 out of 5 stars,"1,069 ratings",In Stock,https://m.media-amazon.com/images/I/61AoUv1aXML.__AC_SX300_SY300_QL70_ML2_.jpg
"Vintage Pink and Green Ceramic Planter Set of 2, 4.7+5.7 Inch Rustic Flower Pots for Indoor Plants, Decorative Ceramic Plant Pots for Home, Living Room, Garden, Gardening Gift",$28.48,5.0 out of 5 stars,12 ratings,In Stock,https://m.media-amazon.com/images/I/81mw5BqmzWL.__AC_SX300_SY300_QL70_ML2_.jpg
"Kante Round Concrete Planter, 13-Inch Dia Barrel-Style Garden Pots with Drainage Hole for Home, Patio and Garden, Flower and Tree Planter (10.2"" Opening), Black",$65.95,5.0 out of 5 stars,1 rating,Only 4 left in stock - order soon.,https://m.media-amazon.com/images/I/61VJunSv3sL.__AC_SX300_SY300_QL70_ML2_.jpg
"MyGift 8 Inch Square Modern Artificial Succulent Arrangement Potted in Gray Concrete Plant Bowl, Assorted Faux Mini Succulents in a Decorative Planter Pot",$17.49,4.0 out of 5 stars,2 ratings,Only 5 left in stock - order soon.,https://m.media-amazon.com/images/I/713n8NErYFL.__AC_SX300_SY300_QL70_ML2_.jpg
"iPower 7 Gallon 10 Pack Thickened Aeration Grow Bags Nonwoven Fabric Pots with Strap Handles Container for Gardening, Black",$20.23,3.1 out of 5 stars,6 ratings,Only 19 left in stock - order soon.,https://m.media-amazon.com/images/I/71T1ZFUeZwL.__AC_SY300_SX300_QL70_ML2_.jpg
"D'vine Dev Set of 2 Plants Pots, 8.2 Inch Ceramic Planter Pot for Plants with Drainage Hole and Saucer, White, 94-V-D-1",$79.99,4.8 out of 5 stars,"1,013 ratings",In Stock,https://m.media-amazon.com/images/I/71ljmZ-I1vL.__AC_SX300_SY300_QL70_ML2_.jpg
"Blue and White Flower Pot with Drain Hole, Blue and White Planter Ceramic Ceramic Decorative Flower Pot Chinoiserie Planter, Diameter 6.7 inch",$36.99,4.3 out of 5 stars,19 ratings,In Stock,https://m.media-amazon.com/images/I/61EZ7292QcL.__AC_SX300_SY300_QL70_ML2_.jpg
"Ceramic Succulent Planter Pots - 4.6 Inch Small Flower Pot with Drainage Holes and Saucers for Indoor Plant, Cactus, Herbs, Outdoor Plants, Home Decor, Set of 4, Vintage Blue",$29.99,4.5 out of 5 stars,115 ratings,In Stock,https://m.media-amazon.com/images/I/71y6M+qhEKL._AC_SY300_SX300_QL70_ML2_.jpg
"Kante Round Concrete Planter, Large Outdoor Indoor Garden Pots with Drainage Hole, 10-Inch Diameter Flower Pots for Patio, Garden and Home, Weathered Concrete",$36.57,4.1 out of 5 stars,9 ratings,In Stock,https://m.media-amazon.com/images/I/61k5TzwgSpL.__AC_SX300_SY300_QL70_ML2_.jpg
"The HC Companies Pizzazz Decorative Round Flower Pots w/Ceramic Look - UV-Resistant Decorative Pot for Outdoor & Indoor Plant Pots - Modern Planter for Flower, Herbs (16” Purple Violet, Pack of 2)",$64.96,4.2 out of 5 stars,"1,382 ratings",Only 2 left in stock - order soon.,https://m.media-amazon.com/images/I/711K7F1b4oL.__AC_SX300_SY300_QL70_ML2_.jpg
"MyGift 6.3 Inch Square Vintage White Ceramic Succulent Planter Pot with Vertical Ribbed Design, Indoor Mini Flower Plant Pots, Set of 2",$34.99,4.0 out of 5 stars,2 ratings,Only 11 left in stock - order soon.,https://m.media-amazon.com/images/I/614m0nETuuL.__AC_SX300_SY300_QL70_ML2_.jpg
"The HC Companies 16 Inch Marina Planter Lightweight Indoor Outdoor Plastic Plant Pot for Herbs and Flowers, Slate Blue",$39.99,4.3 out of 5 stars,79 ratings,Only 8 left in stock - order soon.,https://m.media-amazon.com/images/I/51o7tW6VSXL.__AC_SX300_SY300_QL70_ML2_.jpg
"Umbra Trigg Hanging Planter Vase Wall Decor, Pot and Container for Succulents, Cactus, Faux Plants, and More, Large, Black/Brass",$21.65,4.6 out of 5 stars,861 ratings,In Stock,https://m.media-amazon.com/images/I/71hlvYrhldL.__AC_SX300_SY300_QL70_ML2_.jpg
"MyGift 5 Inch Wall Mounted Modern White Plastic Self Watering Planter Pots, Small Hanging Double Layer Wall Planter, Tabletop Mini Plant Container for Herb Succulent Cactus Flower, Set of 4",$17.99,4.6 out of 5 stars,538 ratings,In Stock,https://m.media-amazon.com/images/I/61Ez3bHisGL.__AC_SX300_SY300_QL70_ML2_.jpg
"Kante 20.3"" H Tall Rectangular Concrete Planter, Modern Square Diameter Plant Pot with Drainage Hole and Rubber Plug for Indoor Outdoor Home Patio Garden, Pure White",$54.99,4.2 out of 5 stars,842 ratings,In Stock,https://m.media-amazon.com/images/I/51IWufL3qOL.__AC_SX300_SY300_QL70_ML2_.jpg
"Deco 79 Metal Indoor Outdoor Planter Brushed Dome Large Planter Pot with Curved X-Shaped Bases, Set of 2 Planters 16"", 13""H, Gold",$52.38,3.6 out of 5 stars,30 ratings,Available to ship in 1-2 days,https://m.media-amazon.com/images/I/71SzyecHAmS.__AC_SY300_SX300_QL70_ML2_.jpg
"Kante Tall Fulted Planter, 17.7 Inch Tall Round Concrete Plant Pots with Drainage Hole and Rubber Plug, Modern Decor for Indoor Outdoor Plants, Flower, Black",$56.19,4.6 out of 5 stars,77 ratings,,https://m.media-amazon.com/images/I/61Y+dPY+VbL._AC_SY300_SX300_QL70_ML2_.jpg
"MyGift White Ceramic Wall Planters for Indoor Plants, Half Bowl Hanging Vase, Wall Mounted Succulent Planters, Set of 2",$35.99,4.6 out of 5 stars,888 ratings,In Stock,https://m.media-amazon.com/images/I/81Dp+Ii8oTL._AC_SY300_SX300_QL70_ML2_.jpg
"The HC Companies Terrazzo Square Plant Pot w/Drainage - Classic Planters for Outdoor Plants & Indoor Plants - Large UV-Resistant Plastic Pots for Plants (20”, Chocolate, Pack of 1)",$58.28,4.5 out of 5 stars,177 ratings,In Stock,https://m.media-amazon.com/images/I/41VoT3ZjfRS.__AC_SY300_SX300_QL70_ML2_.jpg
"Sagebrook Home Set of 2 Black Metal Planters with Gold Stands Modern Decorative Indoor & Outdoor Plant Pots Tall Flower Pots for Home & Garden Stylish Mid-Century Design, Durable & Elegant 23"" & 19""",$53.99,4.0 out of 5 stars,38 ratings,In Stock,https://m.media-amazon.com/images/I/81SN6lqqb6L.__AC_SX300_SY300_QL70_ML2_.jpg
"3-Pack 50 Gallon Thickened Plant Grow Bags Large (30x16 in) Heavy Duty Garden Bag Fabric Plant Pots for Potato,Tomato Planter,Herbs Veggies Planting,Flower Pots,Barrel Planter,Yard Waste Bag,Leaf Bags",$49.99,4.4 out of 5 stars,224 ratings,In Stock,https://m.media-amazon.com/images/I/718Ld30MIwL.__AC_SX300_SY300_QL70_ML2_.jpg
"Sunnydaze Round Ceramic Planter - Set of 2 Indoor or Outdoor Plant Pots with Drainage Hole - Chalet - 9"" - Imperial Blue Glaze",$64.95,4.5 out of 5 stars,244 ratings,Only 14 left in stock - order soon.,https://m.media-amazon.com/images/I/91uLgl83jaL.__AC_SX300_SY300_QL70_ML2_.jpg
